RUN_NUMBER,STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
1,"TfprPrefetchingStrategy",1563,0,0,0,True
1,"TfprPrefetchingStrategy",3073,0,0,0,True
1,"TfprPrefetchingStrategy",937,0,0,0,True
1,"TfprPrefetchingStrategy",2019479,2,1,1,True
1,"TfprPrefetchingStrategy",1667,0,0,0,True
1,"TfprPrefetchingStrategy",1484635,2,1,1,True
1,"TfprPrefetchingStrategy",4011,0,0,0,True
1,"TfprPrefetchingStrategy",1510,0,0,0,True
1,"TfprPrefetchingStrategy",1354,0,0,0,True
1,"TfprPrefetchingStrategy",1829011,2,1,1,True
1,"TfprPrefetchingStrategy",5812395,2,1,1,True
1,"TfprPrefetchingStrategy",1562,0,0,0,True
1,"TfprPrefetchingStrategy",2083,0,0,0,True
1,"TfprPrefetchingStrategy",2135,0,0,0,True
1,"TfprPrefetchingStrategy",1459,0,0,0,True
1,"TfprPrefetchingStrategy",2500,0,0,0,True
1,"TfprPrefetchingStrategy",2500,0,0,0,True
1,"TfprPrefetchingStrategy",4418385,2,1,1,True
1,"TfprPrefetchingStrategy",1562,0,0,0,True
1,"TfprPrefetchingStrategy",1719,0,0,0,True
1,"TfprPrefetchingStrategy",1510,0,0,0,True
1,"TfprPrefetchingStrategy",1719,0,0,0,True
1,"TfprPrefetchingStrategy",4044636,2,1,1,True
1,"TfprPrefetchingStrategy",1875,0,0,0,True
1,"TfprPrefetchingStrategy",3776562,2,1,1,True
1,"TfprPrefetchingStrategy",5385573,2,1,1,True
1,"TfprPrefetchingStrategy",1615,0,0,0,True
2,"TfprPrefetchingStrategy",1832344,0,1,1,True
2,"TfprPrefetchingStrategy",5191979,2,1,1,True
2,"TfprPrefetchingStrategy",1771,0,0,0,True
2,"TfprPrefetchingStrategy",12153594,2,1,1,True
2,"TfprPrefetchingStrategy",1094,0,0,0,True
2,"TfprPrefetchingStrategy",6180313,2,1,1,True
2,"TfprPrefetchingStrategy",1458,0,0,0,True
2,"TfprPrefetchingStrategy",1667,0,0,0,True
2,"TfprPrefetchingStrategy",1927,0,0,0,True
2,"TfprPrefetchingStrategy",3530156,2,1,1,True
2,"TfprPrefetchingStrategy",7034063,2,1,1,True
2,"TfprPrefetchingStrategy",1354,0,0,0,True
2,"TfprPrefetchingStrategy",782188,0,1,1,True
2,"TfprPrefetchingStrategy",811927,0,1,1,True
2,"TfprPrefetchingStrategy",1246250,0,1,1,True
2,"TfprPrefetchingStrategy",3579687,2,1,1,True
2,"TfprPrefetchingStrategy",1823,0,0,0,True
2,"TfprPrefetchingStrategy",6766719,2,1,1,True
2,"TfprPrefetchingStrategy",2032,0,0,0,True
2,"TfprPrefetchingStrategy",1840052,0,1,1,True
2,"TfprPrefetchingStrategy",6212239,2,1,1,True
2,"TfprPrefetchingStrategy",1407,0,0,0,True
2,"TfprPrefetchingStrategy",11567187,2,1,1,True
2,"TfprPrefetchingStrategy",1771,0,0,0,True
2,"TfprPrefetchingStrategy",13138073,2,1,1,True
2,"TfprPrefetchingStrategy",7400938,2,1,1,True
2,"TfprPrefetchingStrategy",1510,0,0,0,True
3,"TfprPrefetchingStrategy",2984323,0,1,1,True
3,"TfprPrefetchingStrategy",8547240,2,1,1,True
3,"TfprPrefetchingStrategy",1666,0,0,0,True
3,"TfprPrefetchingStrategy",5286562,2,1,1,True
3,"TfprPrefetchingStrategy",1250,0,0,0,True
3,"TfprPrefetchingStrategy",6089167,2,1,1,True
3,"TfprPrefetchingStrategy",1562,0,0,0,True
3,"TfprPrefetchingStrategy",1667,0,0,0,True
3,"TfprPrefetchingStrategy",1719,0,0,0,True
3,"TfprPrefetchingStrategy",9844218,2,1,1,True
3,"TfprPrefetchingStrategy",7185729,2,1,1,True
3,"TfprPrefetchingStrategy",1875,0,0,0,True
3,"TfprPrefetchingStrategy",871980,0,1,1,True
3,"TfprPrefetchingStrategy",1201198,0,1,1,True
3,"TfprPrefetchingStrategy",1828021,0,1,1,True
3,"TfprPrefetchingStrategy",5109947,2,1,1,True
3,"TfprPrefetchingStrategy",1511,0,0,0,True
3,"TfprPrefetchingStrategy",7797605,2,1,1,True
3,"TfprPrefetchingStrategy",1041,0,0,0,True
3,"TfprPrefetchingStrategy",1391198,0,1,1,True
3,"TfprPrefetchingStrategy",5098750,2,1,1,True
3,"TfprPrefetchingStrategy",1719,0,0,0,True
3,"TfprPrefetchingStrategy",5762448,2,1,1,True
3,"TfprPrefetchingStrategy",2136,0,0,0,True
3,"TfprPrefetchingStrategy",6100469,2,1,1,True
3,"TfprPrefetchingStrategy",5591719,2,1,1,True
3,"TfprPrefetchingStrategy",1615,0,0,0,True
4,"TfprPrefetchingStrategy",1874583,0,1,1,True
4,"TfprPrefetchingStrategy",6438541,2,1,1,True
4,"TfprPrefetchingStrategy",2135,0,0,0,True
4,"TfprPrefetchingStrategy",4961146,2,1,1,True
4,"TfprPrefetchingStrategy",1615,0,0,0,True
4,"TfprPrefetchingStrategy",6141614,2,1,1,True
4,"TfprPrefetchingStrategy",1563,0,0,0,True
4,"TfprPrefetchingStrategy",1354,0,0,0,True
4,"TfprPrefetchingStrategy",1615,0,0,0,True
4,"TfprPrefetchingStrategy",5934843,2,1,1,True
4,"TfprPrefetchingStrategy",4716459,2,1,1,True
4,"TfprPrefetchingStrategy",1823,0,0,0,True
4,"TfprPrefetchingStrategy",872240,0,1,1,True
4,"TfprPrefetchingStrategy",863073,0,1,1,True
4,"TfprPrefetchingStrategy",2846666,0,1,1,True
