STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"TfprPrefetchingStrategy",1448802,0,2,2,True
"TfprPrefetchingStrategy",674740,0,1,1,True
"TfprPrefetchingStrategy",858542,0,1,1,True
"TfprPrefetchingStrategy",729,0,0,0,True
"TfprPrefetchingStrategy",1086615,0,1,1,True
"TfprPrefetchingStrategy",729,0,0,0,True
"TfprPrefetchingStrategy",1135625,0,1,2,True
"TfprPrefetchingStrategy",607448,0,1,1,True
"TfprPrefetchingStrategy",748958,0,1,1,True
"TfprPrefetchingStrategy",885,0,0,0,True
"TfprPrefetchingStrategy",1043489,0,1,2,True
"TfprPrefetchingStrategy",2031562,0,1,1,True
"TfprPrefetchingStrategy",612604,0,1,1,True
"TfprPrefetchingStrategy",990,0,0,0,True
"TfprPrefetchingStrategy",623646,0,1,1,True
"TfprPrefetchingStrategy",834,0,0,0,True
"TfprPrefetchingStrategy",1256823,0,2,2,True
"TfprPrefetchingStrategy",882396,0,1,1,True
"TfprPrefetchingStrategy",668854,0,1,1,True
"TfprPrefetchingStrategy",834,0,0,0,True
