RUN_NUMBER,STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
1,"TfprPrefetchingStrategy",1406,0,0,0,True
1,"TfprPrefetchingStrategy",1927,0,0,0,True
1,"TfprPrefetchingStrategy",1459,0,0,0,True
1,"TfprPrefetchingStrategy",2178750,2,1,1,True
1,"TfprPrefetchingStrategy",1562,0,0,0,True
1,"TfprPrefetchingStrategy",1958802,2,1,1,True
1,"TfprPrefetchingStrategy",1666,0,0,0,True
1,"TfprPrefetchingStrategy",1615,0,0,0,True
1,"TfprPrefetchingStrategy",1510,0,0,0,True
1,"TfprPrefetchingStrategy",15487709,2,1,1,True
1,"TfprPrefetchingStrategy",2615885,2,1,1,True
1,"TfprPrefetchingStrategy",3437,0,0,0,True
1,"TfprPrefetchingStrategy",1563,0,0,0,True
1,"TfprPrefetchingStrategy",1458,0,0,0,True
1,"TfprPrefetchingStrategy",1666,0,0,0,True
1,"TfprPrefetchingStrategy",1511,0,0,0,True
1,"TfprPrefetchingStrategy",1614,0,0,0,True
1,"TfprPrefetchingStrategy",4214739,2,1,1,True
1,"TfprPrefetchingStrategy",1718,0,0,0,True
1,"TfprPrefetchingStrategy",1667,0,0,0,True
1,"TfprPrefetchingStrategy",1979,0,0,0,True
1,"TfprPrefetchingStrategy",3073,0,0,0,True
1,"TfprPrefetchingStrategy",7287083,2,1,1,True
1,"TfprPrefetchingStrategy",2136,0,0,0,True
1,"TfprPrefetchingStrategy",4878437,2,1,1,True
1,"TfprPrefetchingStrategy",13576042,2,1,1,True
1,"TfprPrefetchingStrategy",1510,0,0,0,True
2,"TfprPrefetchingStrategy",1922708,0,1,1,True
2,"TfprPrefetchingStrategy",7578073,2,1,1,True
2,"TfprPrefetchingStrategy",4375,0,0,0,True
2,"TfprPrefetchingStrategy",7331250,2,1,1,True
2,"TfprPrefetchingStrategy",937,0,0,0,True
2,"TfprPrefetchingStrategy",10046302,2,1,1,True
2,"TfprPrefetchingStrategy",1667,0,0,0,True
2,"TfprPrefetchingStrategy",2083,0,0,0,True
2,"TfprPrefetchingStrategy",1615,0,0,0,True
2,"TfprPrefetchingStrategy",6133594,2,1,1,True
2,"TfprPrefetchingStrategy",6056458,2,1,1,True
2,"TfprPrefetchingStrategy",1614,0,0,0,True
2,"TfprPrefetchingStrategy",877760,0,1,1,True
2,"TfprPrefetchingStrategy",763437,0,1,1,True
2,"TfprPrefetchingStrategy",1320417,0,1,1,True
2,"TfprPrefetchingStrategy",10395208,2,1,1,True
2,"TfprPrefetchingStrategy",1406,0,0,0,True
2,"TfprPrefetchingStrategy",4797709,2,1,1,True
2,"TfprPrefetchingStrategy",1666,0,0,0,True
2,"TfprPrefetchingStrategy",2141979,0,1,1,True
2,"TfprPrefetchingStrategy",4284323,2,1,1,True
2,"TfprPrefetchingStrategy",2396,0,0,0,True
2,"TfprPrefetchingStrategy",5731979,2,1,1,True
2,"TfprPrefetchingStrategy",1718,0,0,0,True
2,"TfprPrefetchingStrategy",4947187,2,1,1,True
2,"TfprPrefetchingStrategy",8558333,2,1,1,True
2,"TfprPrefetchingStrategy",1459,0,0,0,True
3,"TfprPrefetchingStrategy",1995104,0,1,1,True
3,"TfprPrefetchingStrategy",6547344,2,1,1,True
3,"TfprPrefetchingStrategy",1771,0,0,0,True
3,"TfprPrefetchingStrategy",5963333,2,1,1,True
3,"TfprPrefetchingStrategy",1562,0,0,0,True
3,"TfprPrefetchingStrategy",10987395,2,1,1,True
3,"TfprPrefetchingStrategy",3021,0,0,0,True
3,"TfprPrefetchingStrategy",1615,0,0,0,True
3,"TfprPrefetchingStrategy",1875,0,0,0,True
3,"TfprPrefetchingStrategy",4274479,2,1,1,True
3,"TfprPrefetchingStrategy",7563073,2,1,1,True
3,"TfprPrefetchingStrategy",1563,0,0,0,True
3,"TfprPrefetchingStrategy",872656,0,1,1,True
3,"TfprPrefetchingStrategy",936875,0,1,1,True
3,"TfprPrefetchingStrategy",1323333,0,1,1,True
3,"TfprPrefetchingStrategy",4155885,2,1,1,True
3,"TfprPrefetchingStrategy",1563,0,0,0,True
3,"TfprPrefetchingStrategy",8387864,2,1,1,True
3,"TfprPrefetchingStrategy",1667,0,0,0,True
3,"TfprPrefetchingStrategy",1863802,0,1,1,True
3,"TfprPrefetchingStrategy",9927396,2,1,1,True
3,"TfprPrefetchingStrategy",1510,0,0,0,True
3,"TfprPrefetchingStrategy",11813542,2,1,1,True
3,"TfprPrefetchingStrategy",1771,0,0,0,True
3,"TfprPrefetchingStrategy",5047240,2,1,1,True
3,"TfprPrefetchingStrategy",4798334,2,1,1,True
3,"TfprPrefetchingStrategy",1823,0,0,0,True
