RUN_NUMBER,STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
1,"TfprPrefetchingStrategy",1354,0,0,0,True
1,"TfprPrefetchingStrategy",1875,0,0,0,True
1,"TfprPrefetchingStrategy",1406,0,0,0,True
1,"TfprPrefetchingStrategy",2075052,2,1,1,True
1,"TfprPrefetchingStrategy",1302,0,0,0,True
1,"TfprPrefetchingStrategy",1538489,2,1,1,True
1,"TfprPrefetchingStrategy",1615,0,0,0,True
1,"TfprPrefetchingStrategy",1823,0,0,0,True
1,"TfprPrefetchingStrategy",1407,0,0,0,True
1,"TfprPrefetchingStrategy",2066615,2,1,1,True
1,"TfprPrefetchingStrategy",2158386,2,1,1,True
1,"TfprPrefetchingStrategy",1459,0,0,0,True
1,"TfprPrefetchingStrategy",1511,0,0,0,True
1,"TfprPrefetchingStrategy",1614,0,0,0,True
1,"TfprPrefetchingStrategy",1406,0,0,0,True
1,"TfprPrefetchingStrategy",1979,0,0,0,True
1,"TfprPrefetchingStrategy",1458,0,0,0,True
1,"TfprPrefetchingStrategy",4082136,2,1,1,True
1,"TfprPrefetchingStrategy",885,0,0,0,True
1,"TfprPrefetchingStrategy",2344,0,0,0,True
1,"TfprPrefetchingStrategy",2031,0,0,0,True
1,"TfprPrefetchingStrategy",1458,0,0,0,True
1,"TfprPrefetchingStrategy",3331927,2,1,1,True
1,"TfprPrefetchingStrategy",2239,0,0,0,True
1,"TfprPrefetchingStrategy",5892708,2,1,1,True
1,"TfprPrefetchingStrategy",4035677,2,1,1,True
1,"TfprPrefetchingStrategy",2761,0,0,0,True
2,"TfprPrefetchingStrategy",3039479,0,1,1,True
2,"TfprPrefetchingStrategy",3971407,2,1,1,True
2,"TfprPrefetchingStrategy",1459,0,0,0,True
2,"TfprPrefetchingStrategy",5248958,2,1,1,True
2,"TfprPrefetchingStrategy",2135,0,0,0,True
2,"TfprPrefetchingStrategy",8632240,2,1,1,True
2,"TfprPrefetchingStrategy",1562,0,0,0,True
2,"TfprPrefetchingStrategy",1770,0,0,0,True
2,"TfprPrefetchingStrategy",1615,0,0,0,True
2,"TfprPrefetchingStrategy",3970729,2,1,1,True
2,"TfprPrefetchingStrategy",20219896,2,1,1,True
2,"TfprPrefetchingStrategy",1667,0,0,0,True
2,"TfprPrefetchingStrategy",869270,0,1,1,True
2,"TfprPrefetchingStrategy",1802864,0,1,1,True
2,"TfprPrefetchingStrategy",1134427,0,1,1,True
2,"TfprPrefetchingStrategy",6947917,2,1,1,True
2,"TfprPrefetchingStrategy",1823,0,0,0,True
2,"TfprPrefetchingStrategy",9340364,2,1,1,True
2,"TfprPrefetchingStrategy",1407,0,0,0,True
2,"TfprPrefetchingStrategy",1270834,0,1,1,True
2,"TfprPrefetchingStrategy",9563438,2,1,1,True
2,"TfprPrefetchingStrategy",1563,0,0,0,True
2,"TfprPrefetchingStrategy",6714063,2,1,1,True
2,"TfprPrefetchingStrategy",2865,0,0,0,True
2,"TfprPrefetchingStrategy",3888021,2,1,1,True
2,"TfprPrefetchingStrategy",11400677,2,1,1,True
2,"TfprPrefetchingStrategy",1511,0,0,0,True
3,"TfprPrefetchingStrategy",6817031,0,1,1,True
3,"TfprPrefetchingStrategy",8334531,2,1,1,True
3,"TfprPrefetchingStrategy",1458,0,0,0,True
3,"TfprPrefetchingStrategy",7295677,2,1,1,True
3,"TfprPrefetchingStrategy",937,0,0,0,True
3,"TfprPrefetchingStrategy",4342969,2,1,1,True
3,"TfprPrefetchingStrategy",1614,0,0,0,True
3,"TfprPrefetchingStrategy",1406,0,0,0,True
3,"TfprPrefetchingStrategy",1615,0,0,0,True
3,"TfprPrefetchingStrategy",9690000,2,1,1,True
3,"TfprPrefetchingStrategy",4769062,2,1,1,True
3,"TfprPrefetchingStrategy",2083,0,0,0,True
3,"TfprPrefetchingStrategy",872656,0,1,1,True
3,"TfprPrefetchingStrategy",936614,0,1,1,True
