RUN_NUMBER,STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",350573,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56614,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",34063,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1196093,2,1,1,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59062,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1070990,2,1,1,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59688,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43386,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42292,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1980990,2,1,1,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1527292,2,1,1,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62708,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61042,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56406,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41302,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",81250,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56510,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1514011,2,1,1,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57708,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56355,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",84896,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53802,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3966146,2,1,1,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57968,0,0,0,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2584322,2,1,1,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2547812,2,1,1,True
1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41198,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1707553,0,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4081459,2,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45208,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3102916,2,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52812,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3078125,2,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61562,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65469,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52708,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2915261,2,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",7826250,2,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52916,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1115208,0,3,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",353646,0,2,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",230833,0,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4812500,2,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67240,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4424115,2,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67447,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",298750,0,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",7113021,2,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",72291,0,0,0,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3130677,2,1,1,True
2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67708,0,0,0,True
