STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",287916,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",103229,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",677291,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",34115,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",184323,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",35885,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",342135,1,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43333,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",315156,1,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64323,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",356042,1,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52656,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",343229,1,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66979,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",468906,1,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44844,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1208698,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42240,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",382708,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43750,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",560261,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52708,0,0,0,True
