RUN_NUMBER,STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
1,"TfprPrefetchingStrategy",4063,0,0,0,True
1,"TfprPrefetchingStrategy",1719,0,0,0,True
1,"TfprPrefetchingStrategy",1979,0,0,0,True
1,"TfprPrefetchingStrategy",990,0,0,0,True
1,"TfprPrefetchingStrategy",1100782,1,1,1,True
1,"TfprPrefetchingStrategy",625,0,0,0,True
1,"TfprPrefetchingStrategy",450365,1,1,1,True
1,"TfprPrefetchingStrategy",729,0,0,0,True
1,"TfprPrefetchingStrategy",482865,1,1,1,True
1,"TfprPrefetchingStrategy",729,0,0,0,True
1,"TfprPrefetchingStrategy",443437,1,1,1,True
1,"TfprPrefetchingStrategy",1042,0,0,0,True
1,"TfprPrefetchingStrategy",406406,1,1,1,True
1,"TfprPrefetchingStrategy",513281,1,1,1,True
1,"TfprPrefetchingStrategy",1406,0,0,0,True
1,"TfprPrefetchingStrategy",730,0,0,0,True
1,"TfprPrefetchingStrategy",1459,0,0,0,True
1,"TfprPrefetchingStrategy",833,0,0,0,True
1,"TfprPrefetchingStrategy",1094,0,0,0,True
1,"TfprPrefetchingStrategy",797604,0,1,2,True
1,"TfprPrefetchingStrategy",1354,0,0,0,True
1,"TfprPrefetchingStrategy",1771,0,0,0,True
1,"TfprPrefetchingStrategy",1823,0,0,0,True
1,"TfprPrefetchingStrategy",2031,0,0,0,True
1,"TfprPrefetchingStrategy",577448,0,1,1,True
1,"TfprPrefetchingStrategy",1511,0,0,0,True
1,"TfprPrefetchingStrategy",1162396,0,1,1,True
1,"TfprPrefetchingStrategy",1250,0,0,0,True
1,"TfprPrefetchingStrategy",605312,0,1,1,True
1,"TfprPrefetchingStrategy",1354,0,0,0,True
1,"TfprPrefetchingStrategy",753855,0,1,1,True
1,"TfprPrefetchingStrategy",1823,0,0,0,True
1,"TfprPrefetchingStrategy",873594,0,1,1,True
1,"TfprPrefetchingStrategy",666980,0,1,1,True
1,"TfprPrefetchingStrategy",1094,0,0,0,True
2,"TfprPrefetchingStrategy",3555677,0,0,3,True
2,"TfprPrefetchingStrategy",870365,0,1,1,True
2,"TfprPrefetchingStrategy",755208,1,1,1,True
2,"TfprPrefetchingStrategy",937,0,0,0,True
2,"TfprPrefetchingStrategy",732969,1,1,1,True
2,"TfprPrefetchingStrategy",1094,0,0,0,True
2,"TfprPrefetchingStrategy",780156,1,1,1,True
2,"TfprPrefetchingStrategy",781,0,0,0,True
2,"TfprPrefetchingStrategy",1023281,1,1,1,True
2,"TfprPrefetchingStrategy",2031,0,0,0,True
2,"TfprPrefetchingStrategy",1019166,1,1,1,True
2,"TfprPrefetchingStrategy",990,0,0,0,True
2,"TfprPrefetchingStrategy",1099375,1,1,1,True
2,"TfprPrefetchingStrategy",1113021,1,1,1,True
2,"TfprPrefetchingStrategy",1771,0,0,0,True
2,"TfprPrefetchingStrategy",1290885,0,1,2,True
2,"TfprPrefetchingStrategy",2344,0,0,0,True
2,"TfprPrefetchingStrategy",2291,0,0,0,True
2,"TfprPrefetchingStrategy",2552,0,0,0,True
2,"TfprPrefetchingStrategy",1060156,0,1,2,True
2,"TfprPrefetchingStrategy",2084,0,0,0,True
2,"TfprPrefetchingStrategy",803125,0,1,1,True
2,"TfprPrefetchingStrategy",1214687,0,1,1,True
2,"TfprPrefetchingStrategy",1146,0,0,0,True
2,"TfprPrefetchingStrategy",1061979,0,1,1,True
2,"TfprPrefetchingStrategy",1770,0,0,0,True
2,"TfprPrefetchingStrategy",1027292,0,1,1,True
2,"TfprPrefetchingStrategy",1303,0,0,0,True
2,"TfprPrefetchingStrategy",981719,0,1,1,True
2,"TfprPrefetchingStrategy",1302,0,0,0,True
2,"TfprPrefetchingStrategy",981562,0,1,1,True
2,"TfprPrefetchingStrategy",1094,0,0,0,True
2,"TfprPrefetchingStrategy",1054844,0,1,1,True
2,"TfprPrefetchingStrategy",1052969,0,1,1,True
2,"TfprPrefetchingStrategy",1250,0,0,0,True
3,"TfprPrefetchingStrategy",3042083,0,0,3,True
3,"TfprPrefetchingStrategy",619896,0,1,1,True
3,"TfprPrefetchingStrategy",677916,1,1,1,True
3,"TfprPrefetchingStrategy",1250,0,0,0,True
3,"TfprPrefetchingStrategy",702552,1,1,1,True
3,"TfprPrefetchingStrategy",938,0,0,0,True
3,"TfprPrefetchingStrategy",1098438,1,1,1,True
3,"TfprPrefetchingStrategy",1146,0,0,0,True
3,"TfprPrefetchingStrategy",1143385,1,1,1,True
3,"TfprPrefetchingStrategy",1406,0,0,0,True
3,"TfprPrefetchingStrategy",785781,1,1,1,True
3,"TfprPrefetchingStrategy",1927,0,0,0,True
3,"TfprPrefetchingStrategy",802344,1,1,1,True
3,"TfprPrefetchingStrategy",708125,1,1,1,True
3,"TfprPrefetchingStrategy",1198,0,0,0,True
3,"TfprPrefetchingStrategy",1196146,0,1,2,True
3,"TfprPrefetchingStrategy",1459,0,0,0,True
3,"TfprPrefetchingStrategy",2500,0,0,0,True
3,"TfprPrefetchingStrategy",885,0,0,0,True
3,"TfprPrefetchingStrategy",1073542,0,1,2,True
3,"TfprPrefetchingStrategy",1406,0,0,0,True
3,"TfprPrefetchingStrategy",814271,0,1,1,True
3,"TfprPrefetchingStrategy",1174739,0,1,1,True
3,"TfprPrefetchingStrategy",885,0,0,0,True
3,"TfprPrefetchingStrategy",1029791,0,1,1,True
3,"TfprPrefetchingStrategy",1614,0,0,0,True
3,"TfprPrefetchingStrategy",998386,0,1,1,True
3,"TfprPrefetchingStrategy",1979,0,0,0,True
3,"TfprPrefetchingStrategy",961562,0,1,1,True
3,"TfprPrefetchingStrategy",1302,0,0,0,True
3,"TfprPrefetchingStrategy",781875,0,1,1,True
3,"TfprPrefetchingStrategy",1666,0,0,0,True
3,"TfprPrefetchingStrategy",913593,0,1,1,True
3,"TfprPrefetchingStrategy",2518281,0,1,1,True
3,"TfprPrefetchingStrategy",1355,0,0,0,True
