RUN_NUMBER,STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
1,"TfprPrefetchingStrategy",2292,0,0,0,True
1,"TfprPrefetchingStrategy",2188,0,0,0,True
1,"TfprPrefetchingStrategy",1666,0,0,0,True
1,"TfprPrefetchingStrategy",1563,0,0,0,True
1,"TfprPrefetchingStrategy",6844792,0,1,1,True
1,"TfprPrefetchingStrategy",1823,0,0,0,True
1,"TfprPrefetchingStrategy",806666,0,1,1,True
1,"TfprPrefetchingStrategy",1049219,0,1,1,True
1,"TfprPrefetchingStrategy",1084687,0,1,1,True
1,"TfprPrefetchingStrategy",1719,0,0,0,True
1,"TfprPrefetchingStrategy",839687,0,1,1,True
1,"TfprPrefetchingStrategy",1823,0,0,0,True
1,"TfprPrefetchingStrategy",3177,0,0,0,True
1,"TfprPrefetchingStrategy",1302,0,0,0,True
1,"TfprPrefetchingStrategy",836458,0,1,1,True
1,"TfprPrefetchingStrategy",781,0,0,0,True
1,"TfprPrefetchingStrategy",1106718,0,1,2,True
1,"TfprPrefetchingStrategy",775000,0,1,1,True
1,"TfprPrefetchingStrategy",558802,0,1,1,True
1,"TfprPrefetchingStrategy",2136,0,0,0,True
2,"TfprPrefetchingStrategy",2707864,0,2,2,True
2,"TfprPrefetchingStrategy",883490,0,1,1,True
2,"TfprPrefetchingStrategy",844844,0,1,1,True
2,"TfprPrefetchingStrategy",1718,0,0,0,True
2,"TfprPrefetchingStrategy",943593,0,1,1,True
2,"TfprPrefetchingStrategy",781,0,0,0,True
2,"TfprPrefetchingStrategy",1037969,0,1,2,True
2,"TfprPrefetchingStrategy",988593,0,1,1,True
2,"TfprPrefetchingStrategy",1152864,0,1,1,True
2,"TfprPrefetchingStrategy",1407,0,0,0,True
2,"TfprPrefetchingStrategy",1390625,0,1,2,True
2,"TfprPrefetchingStrategy",1103854,0,1,1,True
